,Credit_Limit,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Avg_Utilization_Ratio,Total_Revolving_Bal,edu_College,edu_Doctorate,edu_Graduate,edu_High School,edu_Post-Graduate,edu_Uneducated,marital_Divorced,marital_Married,marital_Single,income_$120K +,income_$40K - $60K,income_$60K - $80K,income_$80K - $120K,income_Less than $40K
195,6028.0,47.0,0.0,3.0,34.0,2.0,1.0,0.133,799.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
197,16393.0,53.0,1.0,3.0,43.0,3.0,3.0,0.087,1423.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
198,1438.3,68.0,1.0,0.0,52.0,1.0,3.0,0.626,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
199,7871.0,59.0,1.0,1.0,36.0,4.0,1.0,0.214,1687.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
201,11376.0,44.0,1.0,5.0,32.0,4.0,5.0,0.176,2006.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
202,12302.0,48.0,1.0,3.0,41.0,4.0,5.0,0.133,1632.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
203,34516.0,47.0,1.0,4.0,33.0,3.0,2.0,0.049,1679.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
204,34516.0,47.0,1.0,2.0,32.0,4.0,2.0,0.043,1468.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
205,10514.0,43.0,0.0,1.0,35.0,3.0,2.0,0.15,1580.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
206,1438.3,55.0,0.0,2.0,43.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
207,1438.3,59.0,1.0,2.0,46.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
208,2619.0,63.0,1.0,1.0,56.0,2.0,1.0,0.679,1779.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
209,24407.0,58.0,1.0,2.0,53.0,2.0,3.0,0.098,2395.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
210,2377.0,53.0,0.0,2.0,36.0,4.0,1.0,0.694,1649.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
212,11086.0,52.0,1.0,3.0,47.0,5.0,3.0,0.199,2207.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
213,11432.0,48.0,1.0,3.0,36.0,4.0,2.0,0.22,2517.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
214,13258.0,43.0,1.0,4.0,36.0,5.0,3.0,0.13,1721.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
215,2571.0,48.0,1.0,2.0,36.0,3.0,2.0,0.76,1955.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
216,5781.0,43.0,0.0,4.0,31.0,5.0,2.0,0.202,1168.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
218,34516.0,41.0,1.0,3.0,35.0,6.0,1.0,0.035,1202.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
219,11127.0,44.0,0.0,3.0,38.0,4.0,1.0,0.165,1835.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
221,1913.0,60.0,0.0,1.0,36.0,5.0,1.0,0.665,1272.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
222,3839.0,44.0,1.0,4.0,24.0,5.0,3.0,0.598,2295.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
223,2115.0,48.0,0.0,3.0,39.0,6.0,2.0,0.539,1141.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
224,1438.3,44.0,0.0,2.0,27.0,5.0,2.0,0.472,679.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
225,27756.0,41.0,1.0,2.0,28.0,4.0,3.0,0.064,1789.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
226,1438.3,45.0,1.0,3.0,32.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
227,13878.0,47.0,0.0,2.0,34.0,6.0,4.0,0.16,2222.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
228,3106.0,51.0,0.0,2.0,36.0,3.0,1.0,0.42,1304.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
229,34516.0,51.0,1.0,2.0,44.0,4.0,3.0,0.048,1666.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
230,1438.3,60.0,0.0,1.0,50.0,4.0,4.0,0.713,1025.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
232,5207.0,41.0,1.0,5.0,29.0,5.0,2.0,0.336,1748.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
233,17965.0,44.0,1.0,3.0,36.0,6.0,2.0,0.092,1644.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
234,2733.0,43.0,1.0,1.0,37.0,6.0,3.0,0.666,1819.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
235,8863.0,55.0,1.0,2.0,48.0,4.0,3.0,0.147,1301.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
236,1857.0,52.0,1.0,1.0,36.0,2.0,3.0,0.987,1833.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
238,11107.0,41.0,1.0,2.0,30.0,5.0,3.0,0.11,1222.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
241,5269.0,39.0,1.0,2.0,36.0,4.0,2.0,0.28,1475.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
242,1438.3,49.0,1.0,5.0,45.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
243,3387.0,45.0,0.0,2.0,36.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
244,1982.0,54.0,1.0,2.0,46.0,6.0,2.0,0.65,1289.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
245,4645.0,49.0,1.0,3.0,43.0,2.0,2.0,0.355,1650.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
247,2442.0,46.0,1.0,4.0,30.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
248,21304.0,47.0,1.0,3.0,38.0,4.0,1.0,0.072,1532.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
249,7577.0,44.0,1.0,2.0,36.0,5.0,1.0,0.327,2480.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
250,3234.0,50.0,1.0,3.0,31.0,4.0,1.0,0.459,1486.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
251,4469.0,73.0,1.0,0.0,36.0,5.0,3.0,0.252,1125.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
253,3616.0,59.0,1.0,0.0,48.0,2.0,4.0,0.291,1054.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
254,3252.0,70.0,1.0,0.0,56.0,3.0,2.0,0.46,1495.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
255,2358.0,55.0,0.0,2.0,36.0,4.0,3.0,0.489,1152.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
257,3133.0,45.0,1.0,1.0,39.0,4.0,2.0,0.482,1510.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
258,3540.0,45.0,0.0,2.0,35.0,2.0,3.0,0.24,849.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
259,6990.0,40.0,1.0,1.0,23.0,6.0,3.0,0.197,1378.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
261,1438.3,59.0,0.0,0.0,40.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
264,5214.0,41.0,1.0,2.0,32.0,5.0,1.0,0.152,795.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
265,5207.0,51.0,0.0,2.0,46.0,5.0,2.0,0.317,1650.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
268,3353.0,64.0,0.0,0.0,53.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
269,2290.0,54.0,1.0,5.0,38.0,3.0,3.0,0.626,1434.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
271,23603.0,40.0,1.0,2.0,29.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
272,2601.0,57.0,1.0,0.0,45.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
273,6363.0,45.0,1.0,4.0,40.0,4.0,3.0,0.162,1029.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
274,8029.0,41.0,1.0,3.0,36.0,4.0,3.0,0.196,1576.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
275,2410.0,42.0,0.0,4.0,31.0,2.0,2.0,0.734,1769.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
276,3401.0,45.0,1.0,2.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
277,2260.0,42.0,0.0,4.0,23.0,4.0,2.0,0.446,1007.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
278,17682.0,47.0,1.0,4.0,30.0,5.0,2.0,0.14,2481.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
279,4206.0,48.0,0.0,4.0,42.0,3.0,1.0,0.262,1100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
280,34516.0,43.0,1.0,1.0,37.0,4.0,3.0,0.042,1440.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
282,5556.0,54.0,0.0,1.0,44.0,5.0,2.0,0.308,1711.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
284,2939.0,61.0,1.0,0.0,52.0,3.0,1.0,0.68,1999.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
285,5362.0,61.0,1.0,0.0,48.0,2.0,1.0,0.238,1274.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
286,27126.0,48.0,1.0,2.0,36.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
287,3342.0,45.0,0.0,4.0,36.0,6.0,3.0,0.753,2517.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
290,14546.0,44.0,1.0,3.0,37.0,2.0,3.0,0.117,1703.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
292,16427.0,55.0,1.0,2.0,36.0,3.0,4.0,0.102,1682.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
294,23218.0,45.0,1.0,2.0,33.0,6.0,3.0,0.078,1814.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
295,3281.0,60.0,1.0,0.0,36.0,5.0,1.0,0.255,837.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
296,3096.0,55.0,1.0,2.0,47.0,5.0,3.0,0.716,2217.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
297,2052.0,62.0,0.0,0.0,52.0,5.0,2.0,0.609,1250.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
299,9432.0,46.0,1.0,3.0,39.0,2.0,3.0,0.15,1418.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300,14938.0,50.0,1.0,0.0,45.0,5.0,2.0,0.154,2303.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
301,2221.0,45.0,1.0,2.0,36.0,5.0,3.0,0.605,1343.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
302,5731.0,47.0,1.0,3.0,37.0,6.0,3.0,0.275,1577.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
303,34516.0,48.0,1.0,4.0,33.0,2.0,2.0,0.06,2061.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
304,6985.0,35.0,1.0,3.0,22.0,5.0,2.0,0.162,1130.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
305,24221.0,51.0,1.0,2.0,42.0,3.0,3.0,0.07,1707.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
307,21637.0,47.0,1.0,4.0,36.0,6.0,3.0,0.094,2030.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
308,14543.0,52.0,1.0,2.0,37.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
309,9684.0,43.0,0.0,4.0,36.0,2.0,1.0,0.256,2475.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
310,5007.0,63.0,1.0,2.0,36.0,2.0,2.0,0.186,930.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
311,1616.0,61.0,1.0,0.0,54.0,3.0,2.0,0.648,1047.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
312,19116.0,53.0,1.0,2.0,40.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
313,2759.0,53.0,0.0,3.0,47.0,5.0,6.0,0.806,2223.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
314,8249.0,57.0,1.0,3.0,38.0,2.0,3.0,0.167,1381.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
316,5264.0,53.0,1.0,3.0,43.0,5.0,3.0,0.412,2169.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
318,2826.0,49.0,0.0,4.0,43.0,4.0,2.0,0.732,2070.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
319,12518.0,45.0,1.0,2.0,34.0,5.0,5.0,0.123,1539.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
320,5876.0,67.0,1.0,0.0,56.0,4.0,2.0,0.221,1297.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
321,34516.0,48.0,1.0,3.0,37.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
322,9648.0,51.0,0.0,2.0,38.0,4.0,1.0,0.2,1926.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
323,34516.0,52.0,1.0,2.0,40.0,3.0,3.0,0.063,2177.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
325,3265.0,34.0,1.0,3.0,26.0,4.0,3.0,0.771,2517.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
326,6041.0,56.0,1.0,1.0,36.0,3.0,2.0,0.224,1355.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
327,2293.0,44.0,0.0,2.0,36.0,3.0,3.0,0.795,1823.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
330,3378.0,43.0,0.0,3.0,29.0,5.0,2.0,0.316,1069.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
331,5012.0,50.0,0.0,1.0,36.0,4.0,1.0,0.447,2242.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
332,2569.0,38.0,0.0,4.0,30.0,4.0,1.0,0.625,1605.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
333,3471.0,53.0,0.0,1.0,45.0,3.0,1.0,0.514,1785.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
334,34516.0,43.0,1.0,5.0,31.0,5.0,3.0,0.049,1699.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
335,3312.0,53.0,1.0,1.0,36.0,6.0,3.0,0.557,1844.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
336,2578.0,56.0,0.0,1.0,38.0,4.0,3.0,0.955,2462.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
338,2742.0,57.0,0.0,3.0,39.0,3.0,2.0,0.846,2321.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
339,2077.0,62.0,1.0,1.0,53.0,5.0,3.0,0.756,1571.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
340,6265.0,46.0,0.0,4.0,40.0,5.0,1.0,0.31,1942.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
341,7819.0,49.0,1.0,2.0,44.0,6.0,3.0,0.2,1560.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
342,2731.0,52.0,1.0,3.0,42.0,6.0,3.0,0.62,1692.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
343,1438.3,58.0,1.0,1.0,36.0,2.0,4.0,0.373,537.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
344,16286.0,54.0,1.0,0.0,36.0,3.0,1.0,0.105,1710.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
345,34516.0,49.0,1.0,1.0,39.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
346,2609.0,58.0,0.0,3.0,47.0,6.0,1.0,0.935,2439.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
347,7567.0,52.0,1.0,2.0,45.0,5.0,3.0,0.155,1173.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
348,22770.0,41.0,1.0,5.0,33.0,5.0,3.0,0.111,2517.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
349,3791.0,62.0,0.0,0.0,50.0,5.0,1.0,0.435,1648.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
350,2702.0,54.0,1.0,2.0,39.0,4.0,4.0,0.932,2517.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
351,2555.0,40.0,0.0,3.0,35.0,3.0,1.0,0.829,2117.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
352,2355.0,43.0,1.0,3.0,26.0,5.0,3.0,0.463,1090.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
353,5332.0,53.0,0.0,2.0,42.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
354,1443.0,55.0,1.0,1.0,49.0,6.0,3.0,0.953,1375.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
355,10741.0,46.0,1.0,4.0,39.0,6.0,2.0,0.07,755.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
356,7984.0,41.0,1.0,1.0,25.0,3.0,2.0,0.188,1503.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
357,18584.0,49.0,1.0,3.0,32.0,3.0,2.0,0.135,2517.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
359,34516.0,46.0,1.0,2.0,38.0,6.0,3.0,0.063,2165.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
360,1438.3,50.0,0.0,1.0,43.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
361,2478.0,40.0,1.0,2.0,24.0,5.0,1.0,0.82,2031.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
362,34516.0,51.0,1.0,4.0,46.0,6.0,3.0,0.066,2274.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
363,2339.0,50.0,0.0,2.0,44.0,6.0,2.0,0.616,1440.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
364,2726.0,47.0,0.0,2.0,36.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
366,1628.0,36.0,0.0,4.0,36.0,6.0,3.0,0.595,969.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
367,3156.0,47.0,0.0,2.0,34.0,5.0,2.0,0.521,1644.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
368,4745.0,46.0,0.0,2.0,41.0,5.0,3.0,0.268,1270.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
369,19727.0,46.0,1.0,2.0,36.0,5.0,3.0,0.09,1785.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
370,22720.0,52.0,1.0,0.0,36.0,3.0,3.0,0.035,793.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
372,3751.0,40.0,0.0,4.0,27.0,6.0,2.0,0.405,1521.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
373,1594.0,54.0,0.0,4.0,36.0,3.0,5.0,0.885,1411.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
